Candidate,Party,Criminal Cases,Education,Age,City
Ishwar Chand Salwan,Aadarsh Janata Sewa Party,0,Graduate,69,KARNAL
Ishwar Singh,Rashtriya Lokswaraj Party,0,Illiterate,58,KARNAL
Jagdish,IND,0,Illiterate,66,KARNAL
Kitab Singh,Peoples Party of India (Democratic),0,5th Pass,61,KARNAL
Krishan Kumar Aggarwal,AAP,0,Graduate Professional,41,KARNAL
Kuldip Sharma,INC,0,Graduate Professional,62,KARNAL
Naresh Kumar,Pragatishil Samajwadi Party (Lohia),0,Graduate Professional,39,KARNAL
Pankaj,BSP,0,10th Pass,30,KARNAL
Parmod Kumar Sharma,IND,0,Graduate Professional,54,KARNAL
Tilak Raj,Rashtriya Garib Dal, 1 ,Post Graduate,60,KARNAL
Vicky Chinalya,Samajik Nyaya Party,0,Others,27,KARNAL
Nayab Singh,BJP,0,Graduate Professional,49,KURUKSHETRA
Anil,IND,0,8th Pass,37,KURUKSHETRA
Arjun Singh Chautala,INLD,0,12th Pass,26,KURUKSHETRA
Ashwini Sharma Hrittwal,IND,0,Doctorate,55,KURUKSHETRA
Balveer Singh,IND,0,Graduate Professional,74,KURUKSHETRA
Jai Bhagwan,Jannayak Janta Party,0,Graduate,57,KURUKSHETRA
Jai Parkash Sharma,IND,0,10th Pass,64,KURUKSHETRA
Jyoti,Navnirman Party,0,8th Pass,0,KURUKSHETRA
Kanwaljit Singh,IND,0,Graduate,31,KURUKSHETRA
Nirmal Singh,INC, 1 ,Graduate,66,KURUKSHETRA
Nitin,Aapki Apni Party (Peoples), 3 ,10th Pass,0,KURUKSHETRA
Raj Kumari,Bharat Prabhat Party,0,Post Graduate,35,KURUKSHETRA
Ram Narayan,Bhartiya Jan Samman Party,0,12th Pass,29,KURUKSHETRA
Ramesh Chander Khatkar,IND, 1 ,Graduate Professional,38,KURUKSHETRA
Rameshwar Dass,IND,0,10th Pass,49,KURUKSHETRA
Roshan Lal Muwal,IND,0,Post Graduate,60,KURUKSHETRA
Sachin Gaba,IND,0,Graduate,37,KURUKSHETRA
Sandeep Kumar Kaushik,Rashtriya Lokswaraj Party,0,12th Pass,38,KURUKSHETRA
Sandeep Singh,IND, 8 ,Post Graduate,35,KURUKSHETRA
Satish Kumar Singal,IND,0,Post Graduate,59,KURUKSHETRA
Shashi,BSP,0,Graduate Professional,59,KURUKSHETRA
Subhash,Pragatishil Samajwadi Party (Lohia),0,Graduate,47,KURUKSHETRA
Sumer Chand,Peoples Party of India (Democratic),0,5th Pass,63,KURUKSHETRA
Vikram Singh,Bhartiya Shakti Chetna Party,0,Graduate,44,KURUKSHETRA
Arvind Kumar Sharma,BJP,0,Post Graduate,56,ROHTAK
Ashok Kumar,IND,0,12th Pass,34,ROHTAK
Deepender Singh,INC,0,Post Graduate,41,ROHTAK
Dharamvir,INLD,0,10th Pass,54,ROHTAK
Imran,Bharat Prabhat Party,0,12th Pass,38,ROHTAK
Inderjeet,IND, 2 ,Post Graduate,32,ROHTAK
Jai Karan,SUCI(C),0,Post Graduate,73,ROHTAK
Kishan Lal,BSP,0,5th Pass,51,ROHTAK
Krishan,IND,0,12th Pass,33,ROHTAK
Manju Devi,Pragatishil Samajwadi Party (Lohia),0,8th Pass,34,ROHTAK
Parveen Kumar,IND,0,Post Graduate,35,ROHTAK
Pradeep Kumar Deswal,Jannayak Janta Party, 3 ,Post Graduate,32,ROHTAK
Rajbir,Aapki Apni Party (Peoples),0,Graduate,26,ROHTAK
Ram Kishan Sain,IND,0,10th Pass,55,ROHTAK
Rambir,IND,0,12th Pass,27,ROHTAK
Satyavir Singh,IND,0,Graduate Professional,43,ROHTAK
Sukhbir,Dalit Soshit Pichhara Varg Adhikar Dal,0,8th Pass,41,ROHTAK
Vinay,IND,0,Graduate Professional,37,ROHTAK
Sunita Duggal,BJP,0,Post Graduate,51,SIRSA
Angrej Singh Alahi,Rashtriya Lokswaraj Party,0,5th Pass,41,SIRSA
Ankur Gill,SHS,0,10th Pass,27,SIRSA
Ashok Tanwar,INC, 1 ,Doctorate,43,SIRSA
Brij Pal Balmiki,Bahujan Mukti Party,0,Graduate,47,SIRSA
Charanjeet Singh Rori,INLD,0,10th Pass,49,SIRSA
Dalip Luna,IND,0,Post Graduate,31,SIRSA
Deepak,IND,0,Graduate,28,SIRSA
Dr. Rajesh Mehandia,Peoples Party of India (Democratic),0,Doctorate,44,SIRSA
Hira Singh Hanspur,Pragatishil Samajwadi Party (Lohia),0,10th Pass,47,SIRSA
Janak Raj Atwal,BSP,0,Post Graduate,50,SIRSA
Jaswant,Bhartiya Shakti Chetna Party,0,8th Pass,41,SIRSA
Kashmir Chand Oad,IND,0,12th Pass,69,SIRSA
Nirmal Singh,Jannayak Janta Party,0,12th Pass,37,SIRSA
Rajender Sirsa,IND,0,12th Pass,40,SIRSA
Rajesh Chaubara,Revolutionary Marxist Party of India,0,10th Pass,39,SIRSA
Surajmal Athwal,IND,0,10th Pass,61,SIRSA
Surender Kumar,IND,0,12th Pass,41,SIRSA
Vinod Kumar Sirkiband (Gihara),IND,0,Literate,42,SIRSA
Virender Singh,IND,0,12th Pass,40,SIRSA
Ramesh Chander Kaushik,BJP,0,Graduate Professional,62,SONIPAT
Anil Kumar,IND,0,Post Graduate,40,SONIPAT
Ashwani,IND,0,Post Graduate,35,SONIPAT
Bhupinder Singh Hooda,INC, 6 ,Graduate Professional,72,SONIPAT
Bijender,IND,0,Post Graduate,54,SONIPAT
Bijender Kumar,IND,0,10th Pass,40,SONIPAT
Comrade Balbeer Singh,SUCI(C),0,10th Pass,60,SONIPAT
Dharambir,IND,0,12th Pass,39,SONIPAT
Digvijay Singh Chautala,Jannayak Janta Party, 1 ,12th Pass,28,SONIPAT
Dr. Jagbir Singh,IND,0,Graduate Professional,64,SONIPAT
Jai Prakash,IND,0,8th Pass,54,SONIPAT
Karan Singh,IND,0,12th Pass,39,SONIPAT
Kusum Parashar,Mahila & Yuva Shakti Party,0,Post Graduate,41,SONIPAT
Mahavir,Rashtriya Mazdoor Ekta Party,0,8th Pass,56,SONIPAT
Manish,Aapki Apni Party (Peoples),0,12th Pass,29,SONIPAT
Master Ramesh Khatri Lambardar,IND, 1 ,Graduate Professional,58,SONIPAT
Mohan,AIFB, 1 ,12th Pass,51,SONIPAT
Pardeep Chahal,IND,0,12th Pass,32,SONIPAT
Raj Bala Saini,Loktanter Suraksha Party,0,Post Graduate,44,SONIPAT
Rajesh Sharma,Pragatishil Samajwadi Party (Lohia),0,Graduate,39,SONIPAT
Ramdiya,Samajik Nyaya Party,0,8th Pass,76,SONIPAT
Ravinder Kumar,IND,0,Graduate,37,SONIPAT
Sant Dharamveer Chotiwala,Bahujan Maha Party,0,Graduate Professional,47,SONIPAT
Satinder Rathi,IND,0,Graduate,52,SONIPAT
Satish Raj,IND,0,Graduate,50,SONIPAT
Shiyanand Tyagi,IND,0,Graduate Professional,55,SONIPAT
Sudhir Kumar,Bharat Prabhat Party,0,Graduate,42,SONIPAT
Sukhmandar Singh Kharb,Rashtriya Jatigat Aarakshan Virodhi Party,0,10th Pass,31,SONIPAT
Surender Kumar Chhikara,INLD,0,12th Pass,49,SONIPAT
Anurag Singh Thakur,BJP, 3 ,Graduate,45,HAMIRPUR
Ashish Kumar,IND,0,Post Graduate,38,HAMIRPUR
Ashok Sharma,IND,0,10th Pass,55,HAMIRPUR
Desh Raj,BSP,0,Graduate Professional,40,HAMIRPUR
Krishan Gopal,Satya Bahumat Party,0,8th Pass,28,HAMIRPUR
Parveen Thakur,IND,0,12th Pass,52,HAMIRPUR
Radha Krishan,IND,0,Graduate,64,HAMIRPUR
Ram Lal Thakur,INC,0,Graduate Professional,68,HAMIRPUR
Ram Singh Shukla,Bahujan Mukti Party,0,Post Graduate,66,HAMIRPUR
Tulsi Ram Sharma,AIFB,0,12th Pass,73,HAMIRPUR
Vikash Kumar,IND,0,Post Graduate,30,HAMIRPUR
Kishan Kapoor,BJP, 2 ,12th Pass,67,KANGRA
Bhachan Singh Rana,IND,0,12th Pass,52,KANGRA
Chander Bhan,IND,0,10th Pass,54,KANGRA
Col. Narinder Singh Pathania,IND,0,Graduate Professional,67,KANGRA
Dr. Sanjiv Guleria,IND,0,Graduate Professional,59,KANGRA
Dr. Swaroop Singh Rana,Swabhiman Party,0,Post Graduate,58,KANGRA
Kehar Singh,BSP,0,Doctorate,49,KANGRA
Nisha Katoch,IND,0,Graduate Professional,37,KANGRA
Pawan Kumar Kajal,INC,0,10th Pass,45,KANGRA
Prem Chand Vishvakarma,Navbharat Ekta Dal, 1 ,Post Graduate,67,KANGRA
Subhash Chand,Himachal Jan Kranti Party,0,10th Pass,70,KANGRA
Ram Swaroop Sharma,BJP,0,10th Pass,60,MANDI
Aashray Sharma,INC,0,Others,32,MANDI
Brij Gopal,IND,0,12th Pass,59,MANDI
Chandermani,AIFB,0,Graduate,61,MANDI
Col. Thakur Singh,IND,0,Post Graduate,66,MANDI
Daleep Singh Kaith,CPI(M), 1 ,Post Graduate,48,MANDI
Dev Raj Bhardwaj,IND,0,Graduate,66,MANDI
Dharmender Singh Thakur,IND,0,Doctorate,49,MANDI
Ghanshyam Chand Thakur,IND,0,Graduate Professional,63,MANDI
Guman Singh,IND,0,Graduate Professional,59,MANDI
Kartar Chand,Swabhiman Party,0,Graduate,44,MANDI
Khem Chand,Peoples Party of India (Democratic),0,Illiterate,43,MANDI
Mehar Singh,Rashtriya Azad Manch, 3 ,10th Pass,53,MANDI
Rajender Suryavanshi,Ambedkarite Party of India, 1 ,12th Pass,42,MANDI
Ses Ram,BSP,0,12th Pass,46,MANDI
Shiv Lal Thakur,Bhartiya Shakti Chetna Party,0,12th Pass,64,MANDI
Subhash Mohan Snehi,IND,0,Doctorate,47,MANDI
Suresh Kumar Kashyap,BJP,0,Post Graduate,48,SHIMLA
Dhani Ram Shandil,INC, 1 ,Doctorate,78,SHIMLA
Manoj Kumar,AIFB,0,10th Pass,27,SHIMLA
Ravi,IND,0,10th Pass,39,SHIMLA
Shamsher Singh,Rashtriya Azad Manch,0,10th Pass,37,SHIMLA
Vikram Singh,BSP,0,Graduate,33,SHIMLA
Hasnain Masoodi,Jammu & Kashmir National Conference,0,Post Graduate,65,ANANTNAG
Ali Mohammad Wani,IND,0,Graduate,48,ANANTNAG
Ch. Zaffar Ali,Jammu & Kashmir People Conference,0,8th Pass,60,ANANTNAG
Gh. Mohd. Wani,IND,0,12th Pass,45,ANANTNAG
Ghulam Ahmad Mir,INC,0,Graduate,60,ANANTNAG
Imtiyaz Ahmad Rather,IND,0,Post Graduate,47,ANANTNAG
Kyasir Ahmad Sheikh,IND, 2 ,Graduate,31,ANANTNAG
Manzoor Ahmad Khan,IND, 1 ,8th Pass,47,ANANTNAG
Mehbooba Mufti,Jammu & Kashmir Peoples Democratic Party, 1 ,Graduate Professional,59,ANANTNAG
Mirza Sajad Hussain Beigh,IND,0,Graduate,36,ANANTNAG
Nisar Ahmad Wani,Jammu & Kashmir National Panthers Party,0,10th Pass,36,ANANTNAG
Ridwana Sanam,IND,0,Graduate Professional,39,ANANTNAG
Riyaz Ahmad Bhat,IND,0,10th Pass,45,ANANTNAG
Sanjay Kumar Dhar,Manvadhikar National Party,0,12th Pass,51,ANANTNAG
Shams Khwaja,IND,0,Post Graduate,58,ANANTNAG
Sofi Yousuf,BJP, 1 ,Illiterate,53,ANANTNAG
Surinder Singh,Pragatishil Samajwadi Party (Lohia),0,Graduate,60,ANANTNAG
Zubair Masoodi,IND, 1 ,12th Pass,38,ANANTNAG
Mohammad Akbar Lone,Jammu & Kashmir National Conference,0,Graduate Professional,71,BARAMULLA
Abdul Qayoom Wani,Jammu & Kashmir Peoples Democratic Party,0,Graduate Professional,59,BARAMULLA
Engineer Rashid,IND,0,Others,54,BARAMULLA
Haji Farooq Ahmad Mir,INC,0,8th Pass,55,BARAMULLA
Jahangir Khan,Jammu & Kashmir National Panthers Party,0,10th Pass,46,BARAMULLA
Javid Ahmad Qureshi,IND,0,8th Pass,45,BARAMULLA
Mohd Maqbool War,BJP,0,Graduate,61,BARAMULLA
Raja Aijaz Ali,Jammu & Kashmir People Conference,0,Graduate Professional,67,BARAMULLA
Syed Najeeb Shah Naqvi,IND,0,Post Graduate,48,BARAMULLA
Jugal Kishore,BJP,0,10th Pass,56,JAMMU
Ajay Kumar,IND,0,Post Graduate,49,JAMMU
Anil Singh,IND,0,Graduate Professional,25,JAMMU
Badri Nath,BSP,0,10th Pass,62,JAMMU
Bahadur,IND,0,10th Pass,39,JAMMU
Balwan Singh,IND,0,8th Pass,45,JAMMU
Er. Ghulam Mustafa Chowdhary,IND,0,Others,37,JAMMU
Gursagar Singh,Navarang Congress Party,0,12th Pass,39,JAMMU
Javaid Ahmed,AIFB,0,12th Pass,37,JAMMU
Lal Singh,Dogra Swabhiman Sangathan Party,0,Graduate,60,JAMMU
Manish Sahni,SHS,0,Graduate,50,JAMMU
Mohd Younis,Jammu & Kashmir Pir Panjal Awami Party,0,Graduate Professional,54,JAMMU
Perseen Singh,IND,0,12th Pass,39,JAMMU
Prof. Bhim Singh,Jammu & Kashmir National Panthers Party,0,Post Graduate,78,JAMMU
Rajiv Chuni,IND,0,10th Pass,56,JAMMU
Raman Bhalla,INC,0,Graduate Professional,56,JAMMU
Sakander Ahmad Nourani,IND,0,Post Graduate,30,JAMMU
Satish Poonchi,IND,0,10th Pass,70,JAMMU
Shazad Shabnam,IND, 1 ,10th Pass,27,JAMMU
Subash Chander,IND,0,8th Pass,53,JAMMU
Sushil Kumar,Hindusthan Nirman Dal,0,Graduate,46,JAMMU
Syed Aqib Hussain,Independent Peoples Party,0,Graduate Professional,27,JAMMU
Syed Zeshan Haider,IND,0,12th Pass,28,JAMMU
Tarseem Lal Khullar,IND,0,10th Pass,53,JAMMU
Tsering Namgyal,BJP, 1 ,Graduate,33,LADAKH
Asgar Ali Karbalai,IND,0,10th Pass,54,LADAKH
Rigzin Spalbar,INC,0,Graduate,61,LADAKH
Sajjad Hussain,IND,0,Post Graduate,37,LADAKH
Farooq Abdullah,Jammu & Kashmir National Conference, 1 ,Graduate Professional,83,SRINAGAR
Abdual Rashid Ganie,Jammu & Kashmir National Panthers Party,0,8th Pass,44,SRINAGAR
Abdul Khaliq Bhat,SHS,0,8th Pass,40,SRINAGAR
Abdul Rashid Banday,IND,0,10th Pass,67,SRINAGAR
Aga Syed Mohsin,Peoples Democratic Party,0,12th Pass,58,SRINAGAR
Bilal Sultan,IND,0,Graduate Professional,46,SRINAGAR
Irfan Raza Ansari,Jammu & Kashmir People Conference,0,Graduate,41,SRINAGAR
Nazir Ahmad Lone,Rashtriya Jankranti Party,0,8th Pass,46,SRINAGAR
Nazir Ahmad Sofi,Manvadhikar National Party,0,10th Pass,0,SRINAGAR
Sajjad Ahmad Dar,IND,0,12th Pass,30,SRINAGAR
Sheikh Khalid Jehangir,BJP, 1 ,12th Pass,0,SRINAGAR
Showkat Hussain Khan,JD(U),0,8th Pass,37,SRINAGAR
Dr. Jitendra Singh,BJP,0,Post Graduate,62,UDHAMPUR
Bansi Lal,IND,0,8th Pass,54,UDHAMPUR
Firdous Ahmed Bawani,IND,0,12th Pass,0,UDHAMPUR
Garib Singh,IND,0,10th Pass,58,UDHAMPUR
Harsh Dev Singh,Jammu & Kashmir National Panthers Party, 3 ,Post Graduate,59,UDHAMPUR
Lal Singh,Dogra Swabhiman Sangathan Party,0,Graduate,60,UDHAMPUR
Meenakshi,SHS,0,Graduate,34,UDHAMPUR
Mohd Ayub,Navarang Congress Party, 1 ,Graduate,55,UDHAMPUR
Rakesh Mudgal,IND,0,Graduate Professional,42,UDHAMPUR
Shaber Ahmed,IND,0,Graduate,34,UDHAMPUR
Tilak Raj Bhagat,BSP,0,Graduate Professional,62,UDHAMPUR
Vikramaditya Singh,INC,0,Others,54,UDHAMPUR
Sunil Kumar Singh,BJP,0,Post Graduate,55,CHATRA
Abdul Rajak Ansari,Sadan Vikas Party, 1 ,Literate,64,CHATRA
Arjun Kumar,CPI, 2 ,10th Pass,40,CHATRA
Arun Kumar Yadav,IND, 1 ,Graduate,51,CHATRA
Ashutosh Kumar,Purvanchal Janta Party (Secular),0,10th Pass,25,CHATRA
Ayub Kha,IND,0,10th Pass,51,CHATRA
Bagendra Ram,IND,0,8th Pass,34,CHATRA
Bhagalpuri Yadav,IND,0,Literate,37,CHATRA
Dhananjay Kumar,IND,0,10th Pass,35,CHATRA
Duleshwar Saw,IND,0,8th Pass,40,CHATRA
Jaidullah Ansari,IND,0,Literate,66,CHATRA
Manoj Kumar Pandey,IND,0,Post Graduate,49,CHATRA
Manoj Kumar Yadav,INC,0,Graduate,63,CHATRA
Nageshwar Ganjhu,BSP,0,Literate,36,CHATRA
Nand Lal Prasad Keshari,IND,0,10th Pass,59,CHATRA
Nandlal Prasad,IND,0,Graduate,43,CHATRA
Pankaj Ranjan,Jharkhand Peoples Party,0,12th Pass,25,CHATRA
Pawan Kumar,IND, 1 ,Graduate,35,CHATRA
Pramod Toppo,IND,0,Post Graduate,47,CHATRA
Rajendra Sahu,IND,0,10th Pass,41,CHATRA
Ramanand Das,Bhartiya Sarvodaya Party,0,Graduate,51,CHATRA
Rameshi Ram,IND,0,Graduate,63,CHATRA
Sagar Ram,Akhil Bharat Hindu Mahasabha,0,Illiterate,43,CHATRA
Shaukat Ali,Bharatiya Momin Front,0,8th Pass,52,CHATRA
Subhash Prasad Yadav,RJD, 3 ,Graduate,52,CHATRA
Yogendra Yadav,IND,0,Graduate Professional,26,CHATRA
Pashupati Nath Singh,BJP,0,Graduate,69,DHANBAD
Bamapada Bauri,IND, 1 ,Post Graduate,58,DHANBAD
Deepak Kumar Das,Peoples Party of India (Democratic),0,12th Pass,35,DHANBAD
Heera Lal Shankhvar,AIFB,0,Post Graduate,69,DHANBAD
K.C.Singh Raj,IND,0,Post Graduate,67,DHANBAD
Kirti Azad,INC, 4 ,Graduate,58,DHANBAD
Lakshmi Devi,IND,0,Literate,49,DHANBAD
Madhvi Singh,AITC,0,8th Pass,41,DHANBAD
Mantosh Kumar Mandal,Amra Bangalee,0,Post Graduate,72,DHANBAD
Meghnath Rawani,BSP,0,Graduate Professional,47,DHANBAD
Meraj Khan,SP, 3 ,12th Pass,40,DHANBAD
Mihir Chandra Mahato,Ambedkarite Party of India,0,12th Pass,43,DHANBAD
Prem Prakash Paswan,IND,0,12th Pass,35,DHANBAD
Rajesh Kumar Singh,IND,0,Graduate,51,DHANBAD
Ram Lal Mahto,SUCI(C),0,Graduate,69,DHANBAD
Sanjay Paswan,IND,0,8th Pass,34,DHANBAD
Siddharth Gautam,IND, 2 ,10th Pass,33,DHANBAD
Sudhir Kumar Mahato,Bahujan Mukti Party,0,Graduate Professional,53,DHANBAD
Umesh Paswan,IND,0,Literate,55,DHANBAD
Varun Kumar,IND,0,Graduate,29,DHANBAD
Sunil Soren,BJP,0,12th Pass,39,DUMKA
Arjun Pujhar,AITC,0,10th Pass,44,DUMKA
Baghrai Soren,IND,0,Graduate Professional,64,DUMKA
Dr. Shrilal Kisku,IND,0,Graduate Professional,60,DUMKA
Mohril Murmu,IND,0,Graduate Professional,69,DUMKA
Probina Murmu,IND,0,10th Pass,34,DUMKA
Rajesh Besra,IND,0,Graduate,33,DUMKA
Ramesh Tudu,IND,0,10th Pass,25,DUMKA
Raska Soren ,IND,0,8th Pass,68,DUMKA
Samuel Tudu,IND,0,8th Pass,45,DUMKA
Satish Soren,Jharkhand Peoples Party,0,Graduate,73,DUMKA
Senapati Murmu,CPI,0,10th Pass,45,DUMKA
Shibu Soren,JMM,0,10th Pass,72,DUMKA
Stephan Besra,BSP,0,10th Pass,40,DUMKA
Thakuroon Soren,IND, 1 ,5th Pass,37,DUMKA
Chandra Prakash Choudhary,AJSU Party, 2 ,Graduate,50,GIRIDIH
Ahmad Ansari,Bhartiya Lokmat Rashtrwadi Party,0,Literate,57,GIRIDIH
Amit Jani,Uttar Pradesh Navnirman Sena, 9 ,Graduate Professional,38,GIRIDIH
Chandra Deo Prasad,Aihra National Party,0,Post Graduate,37,GIRIDIH
Dwaraka Prasad Lala,RPI(A), 1 ,10th Pass,68,GIRIDIH
Jagarnath Mahto,JMM, 3 ,10th Pass,52,GIRIDIH
Jogeshwar Thakur,Vishva SHakti Party, 1 ,Graduate,41,GIRIDIH
Madhu Sudan,Jharkhand Party (Secular),0,10th Pass,63,GIRIDIH
Rajendra Dasaundhi,IND,0,Graduate,47,GIRIDIH
Rasul Baksh,BSP, 1 ,Literate,64,GIRIDIH
Sanjeev Kumar Mahato,IND,0,12th Pass,39,GIRIDIH
Shibu Singh,Bhartiya Manavadhikaar Federal Party,0,Graduate,46,GIRIDIH
Simmi Suman,IND,0,Post Graduate,32,GIRIDIH
Sohrab Shah,Bahujan Mukti Party,0,Literate,56,GIRIDIH
Sunita Tudu,IND,0,Graduate Professional,32,GIRIDIH
Nishikant Dubey,BJP, 4 ,Doctorate,47,GODDA
Anup Kumar Sinha,IND,0,Graduate,43,GODDA
Asha Makede,Pichhara Samaj Party United,0,Doctorate,49,GODDA
Bajrangi Mahtha,Bahujan Mukti Party, 9 ,12th Pass,34,GODDA
Birendra Kumar,IND, 1 ,Post Graduate,36,GODDA
Jitendra Kumar Barnwal,IND,0,12th Pass,34,GODDA
K. Rangaiah,IND,0,Post Graduate,82,GODDA
Madhusudan Ray,IND,0,10th Pass,52,GODDA
Mahesh Kumar Suman,IND,0,Post Graduate,55,GODDA
Murari Kapri,Aam Adhikar Morcha,0,8th Pass,35,GODDA
Noor Hassan,Rashtriya Samta Party (Secular),0,Graduate,47,GODDA
