Candidate,Party,Criminal Cases,Education,Age,City
Mukesh Kumar,AIFB,0,8th Pass,43,BIJNOR
Nasimuddin Siddqui,INC, 1 ,Graduate Professional,56,BIJNOR
Parvej Aqil,All India Minorities Front,0,Graduate,47,BIJNOR
Raja Bhartendra Singh,BJP, 3 ,Graduate,55,BIJNOR
Rajiv Choudhary,Bhartiya Kisan Party,0,12th Pass,45,BIJNOR
Sonu,Jansatta Party,0,8th Pass,34,BIJNOR
Bhola Singh,BJP, 1 ,Graduate,42,BULANDSHAHR
Banshi Singh,INC, 3 ,10th Pass,58,BULANDSHAHR
Manoj Kumar Singh,IND,0,Graduate,30,BULANDSHAHR
Pramod Kumar,Rashtriya Samaj Paksha,0,Graduate,49,BULANDSHAHR
Radhika Devi,IND,0,Doctorate,43,BULANDSHAHR
Reena Devi,National Bhrashtachar Mukt Party,0,8th Pass,32,BULANDSHAHR
Satish,Bharatiya Bahujan Parivartan Party,0,Not Given,47,BULANDSHAHR
Vinay Kumar,Aapki Apni Party (Peoples),0,Graduate Professional,37,BULANDSHAHR
Yogesh Verma,BSP, 28 ,12th Pass,50,BULANDSHAHR
Dr. Mahendra Nath Pandey,BJP,0,Doctorate,62,CHANDAULI
Arjun Pandey,Atulya Bharat Party,0,Post Graduate,66,CHANDAULI
Byasmuni,Kanshiram Bahujan Dal,0,Post Graduate,35,CHANDAULI
Jangbahadur,Bhartiya Manav Samaj Party,0,12th Pass,31,CHANDAULI
Krishna Pratap Singh,Samagra Utthan Party,0,Post Graduate,47,CHANDAULI
Liyakat Ali,IND,0,Graduate Professional,68,CHANDAULI
Mahender Yadav,Pragatisheel Manav Samaj Party,0,Graduate Professional,63,CHANDAULI
Mahendra Pratap Singh,Al-Hind Party,0,12th Pass,67,CHANDAULI
Rajesh Vishwakarma,Moulik Adhikar Party,0,12th Pass,36,CHANDAULI
Ramgovind,Suheldev Bhartiya Samaj Party,0,Graduate Professional,32,CHANDAULI
Sanjay Singh Chauhan,SP, 2 ,Post Graduate,43,CHANDAULI
Shiv Kanya Kushwaha,Jan Adhikar Party, 2 ,5th Pass,52,CHANDAULI
Shivratri,Prithviraj Janshakti Party,0,5th Pass,67,CHANDAULI
Ramapati Ram Tripathi,BJP, 1 ,Graduate Professional,69,DEORIA
Birja,Peace Party,0,Literate,46,DEORIA
Brijendra Mani Tripathi,IND, 1 ,Graduate,51,DEORIA
Chandan Kumar Yadav,Rashtriya Ulama Council, 2 ,Graduate,31,DEORIA
Israr Ahamad,Bharatiya Aavaam Ekta Party,0,Graduate,45,DEORIA
Jitendra,Suheldev Bhartiya Samaj Party,0,Literate,43,DEORIA
Manoj Kumar Mishra,Manuvadi Party,0,Graduate,45,DEORIA
Onkar Singh,Samajwadi Samaj Party,0,Post Graduate,43,DEORIA
Ramashish Rai,IND,0,Post Graduate,55,DEORIA
Rekha Verma,BJP, 3 ,12th Pass,45,DHAURAHRA
Anil Kumar,Bahujan Awam Party,0,Post Graduate,48,DHAURAHRA
Arshad Iliyas Siddiqui,BSP, 7 ,10th Pass,63,DHAURAHRA
Baljeet Kaur,Hindusthan Nirman Dal,0,Literate,33,DHAURAHRA
Kunwar Jitin Prasada,INC,0,Post Graduate,42,DHAURAHRA
Malkhan Singh Rajpoot,Pragatishil Samajwadi Party (Lohia),0,5th Pass,76,DHAURAHRA
Mukesh Kumar,SHS,0,12th Pass,59,DHAURAHRA
Reetu Verma,IND, 1 ,Graduate,41,DHAURAHRA
Jagdambika Pal,BJP, 3 ,Post Graduate,68,DOMARIYAGANJ
Aftab Alam,BSP, 3 ,Graduate,37,DOMARIYAGANJ
Arjun Singh Lodhi,Bahujan Mukti Party,0,Post Graduate,50,DOMARIYAGANJ
Brijesh Kumar,Janhit Kisan Party,0,Literate,46,DOMARIYAGANJ
Chandrash,INC,0,Post Graduate,37,DOMARIYAGANJ
Keshari Nandan,Sabka Dal United,0,8th Pass,35,DOMARIYAGANJ
Keshav,Suheldev Bhartiya Samaj Party,0,8th Pass,36,DOMARIYAGANJ
Sanjay Kumar Chauhan,Nagrik Ekta Party,0,Graduate,44,DOMARIYAGANJ
Shravan Kumar,IND,0,12th Pass,33,DOMARIYAGANJ
Rajveer Singh,BJP,0,Graduate Professional,58,ETAH
Anand Prakash Singh Rajput,Rashtriya Backward Party,0,Post Graduate,54,ETAH
Anuj Kumar,Subhashwadi Bhartiya Samajwadi Party (Subhas,0,Post Graduate,34,ETAH
Ashok Kumar,IND, 2 ,Graduate,55,ETAH
Atar Singh,Rashtriya Shoshit Samaj Party,0,Post Graduate,59,ETAH
Bharat Singh,Rashtriya Kranti Party, 1 ,Graduate,58,ETAH
Hariom,IND,0,12th Pass,47,ETAH
Indrapal,Rashtriya Surya Prakash Party,0,Literate,56,ETAH
Ku. Devendra Singh Yadav,SP,0,Doctorate,70,ETAH
Naresh Chandra,Bhartiya Shakti Chetna Party, 1 ,Post Graduate,44,ETAH
Parvati Nandan,Rashtriya Bharatiya Jan Jan Party,0,Post Graduate,53,ETAH
Rashmi Yadav,Pragatishil Samajwadi Party (Lohia),0,Doctorate,45,ETAH
Satendra Kumar Panda,IND,0,12th Pass,65,ETAH
Suraj Singh,Jan Adhikar Party,0,Post Graduate,77,ETAH
Dr Ram Shankar Katheria,BJP, 12 ,Doctorate,54,ETAWAH
Ajay Kumar,Bhartiya Jan Nayak Party, 2 ,Post Graduate,35,ETAWAH
Akshash Krishna,Pichhra Samaj Party,0,Graduate,30,ETAWAH
Arti Devi,Mahasankalp Janta Party,0,12th Pass,29,ETAWAH
Ashok Kumar Dohare,INC,0,Graduate,45,ETAWAH
Dalveer Singh,IND,0,Graduate,26,ETAWAH
Kamlesh Kumar,SP,0,Graduate,35,ETAWAH
Lalta Prasad,Voters Party International,0,5th Pass,54,ETAWAH
Pooja,IND,0,Graduate,29,ETAWAH
Sanjay Kumar,IND,0,Graduate Professional,46,ETAWAH
Shambhu Dayal,Pragatishil Samajwadi Party (Lohia), 2 ,Graduate,61,ETAWAH
Sita,Bhartiya Shakti Chetna Party,0,5th Pass,0,ETAWAH
Lallu Singh,BJP, 1 ,Post Graduate,64,FAIZABAD
Anand Sen,SP, 8 ,12th Pass,55,FAIZABAD
Asha Devi,Lok Dal,0,12th Pass,25,FAIZABAD
Kamlesh Tiwari,IND, 8 ,Graduate,43,FAIZABAD
Kanchan Yadav,Moulik Adhikar Party,0,Post Graduate,34,FAIZABAD
Lal Mani Tripathi (Bhai Sahab),IND,0,Post Graduate,55,FAIZABAD
Mahesh Tiwari,SHS,0,Post Graduate,46,FAIZABAD
Manoj Kumar Mishra,IND,0,12th Pass,28,FAIZABAD
Nirmal Khatri,INC, 3 ,Doctorate,68,FAIZABAD
Rajbahadur Urf Rajan Pandey,IND,0,12th Pass,45,FAIZABAD
Sharad Kumar,IND,0,Graduate,34,FAIZABAD
Sher Afgan,Bharat Prabhat Party,0,10th Pass,44,FAIZABAD
Vijay Shankar Pandey,Lok Gathbandhan Party,0,Post Graduate,62,FAIZABAD
Mukesh Rajput,BJP,0,Graduate,50,FARRUKHABAD
Luxman,SHS, 2 ,Graduate Professional,58,FARRUKHABAD
Manoj Agarwal,BSP, 2 ,Graduate,54,FARRUKHABAD
Rahul Kumar,IND,0,Post Graduate,29,FARRUKHABAD
Salman Khurshid,INC, 1 ,Post Graduate,66,FARRUKHABAD
Sanjay Kumar,IND,0,10th Pass,47,FARRUKHABAD
Shree Krishan,Mazdoor Dalit Kisaan Mahila Gareeb Party (Hin,0,12th Pass,56,FARRUKHABAD
Uday Pal Singh,Pragatishil Samajwadi Party (Lohia), 10 ,Graduate,42,FARRUKHABAD
Vipin Kumar Mishra,Bhartiya Shakti Chetna Party,0,12th Pass,30,FARRUKHABAD
Sadhvi Niranjan Jyoti,BJP,0,12th Pass,52,FATEHPUR
Ashok Kumar,Janhit Bharat Party,0,12th Pass,56,FATEHPUR
Beni Prasad,IND,0,Graduate,61,FATEHPUR
Juber Ahmad,IND,0,12th Pass,44,FATEHPUR
Kamta Prasad,IND,0,12th Pass,36,FATEHPUR
Mahesh Chandra Sahu,Pragatishil Samajwadi Party (Lohia),0,Graduate,42,FATEHPUR
Rajkumar,Vikas Insaf Party,0,Graduate,40,FATEHPUR
Rakesh Sachan,INC, 8 ,Post Graduate,63,FATEHPUR
Ram Kumar,Peoples Party of India (Democratic),0,Graduate,68,FATEHPUR
Sukhdev Prasad,BSP,0,8th Pass,62,FATEHPUR
Rajkumar Chahar,BJP, 3 ,Graduate,52,FATEHPUR SIKRI
Anil Kumar Kushwaha,IND,0,Graduate,37,FATEHPUR SIKRI
Arti Sharma,IND,0,12th Pass,36,FATEHPUR SIKRI
Manisha Singh,Pragatishil Samajwadi Party (Lohia),0,12th Pass,44,FATEHPUR SIKRI
Naresh Kumar,IND,0,Not Given,38,FATEHPUR SIKRI
Nawab Gul Chaman Sherwani,VANCHITSAMAJ INSAAF PARTY, 1 ,8th Pass,36,FATEHPUR SIKRI
Pastar Thomsan Massy,IND,0,8th Pass,43,FATEHPUR SIKRI
Purushottam Das (Fauzi Bhai),IND,0,Graduate,59,FATEHPUR SIKRI
Raj Babbar,INC, 4 ,Graduate,68,FATEHPUR SIKRI
Ram Bahori,IND,0,5th Pass,49,FATEHPUR SIKRI
Sadab Noor,Adarsh Samaj Party,0,Not Given,32,FATEHPUR SIKRI
Sarvesh Kumar,Bharatiya Majdoor Janta Party,0,Graduate Professional,29,FATEHPUR SIKRI
Satendar,Aam Janta Party (India),0,Post Graduate,28,FATEHPUR SIKRI
Shreebhagwan Sharma,BSP, 6 ,10th Pass,44,FATEHPUR SIKRI
Vijay Singh Baghel,Rashtriya Shoshit Samaj Party,0,12th Pass,67,FATEHPUR SIKRI
Dr. Chandra Sen Jadon,BJP,0,Graduate Professional,68,FIROZABAD
Akshay Yadav,SP,0,Graduate Professional,32,FIROZABAD
Chaudhary Basheer,IND, 10 ,8th Pass,42,FIROZABAD
Rajveer,IND,0,10th Pass,47,FIROZABAD
Shivpal Singh Yadav,Pragatishil Samajwadi Party (Lohia),0,Graduate Professional,64,FIROZABAD
Upendra Singh Rajput,Bharatiya Kisan Parivartan Party,0,Graduate Professional,0,FIROZABAD
Dr. Mahesh Sharma,BJP,0,Graduate Professional,59,GAUTAM BUDDHA NAGAR
Ashok Kumar Adhana,IND,0,10th Pass,37,GAUTAM BUDDHA NAGAR
Dayaram,Aapki Apni Party (Peoples),0,10th Pass,42,GAUTAM BUDDHA NAGAR
Dr. Arvind Kumar Singh,INC,0,Doctorate,30,GAUTAM BUDDHA NAGAR
Jagdeep Singh,Loktantrik Janshakti Party,0,Graduate Professional,38,GAUTAM BUDDHA NAGAR
Jitendra Singh,Pragatishil Samajwadi Party (Lohia), 1 ,12th Pass,48,GAUTAM BUDDHA NAGAR
Raghuvendra Kumar,Subhashwadi Bhartiya Samajwadi Party,0,Post Graduate,48,GAUTAM BUDDHA NAGAR
Rampal,Rashtriya Samaj Paksha,0,Post Graduate,34,GAUTAM BUDDHA NAGAR
Rodash Gupta,IND,0,Post Graduate,38,GAUTAM BUDDHA NAGAR
Satveer,BSP, 1 ,8th Pass,42,GAUTAM BUDDHA NAGAR
Sher Singh Upaddhaya,Rashtriya Janta Party,0,8th Pass,51,GAUTAM BUDDHA NAGAR
Vinod Kumar Nagar,Rashtriya Bharatiya Jan Jan Party, 1 ,Post Graduate,38,GAUTAM BUDDHA NAGAR
Vinod Sharma,All Indian Rajiv Congress Party,0,12th Pass,46,GAUTAM BUDDHA NAGAR
Vijay Kumar Singh,BJP, 2 ,Doctorate,67,GHAZIABAD
Amit Sharma,IND,0,10th Pass,37,GHAZIABAD
Ashok Sharma,Subhashwadi Bhartiya Samajwadi Party,0,Post Graduate,62,GHAZIABAD
Divya Yog Maya Saraswati,Rashtriya Bharatiya Jan Jan Party, 2 ,Illiterate,51,GHAZIABAD
Dolly Sharma,INC,0,Post Graduate,34,GHAZIABAD
Mohan Lal,RPI(A),0,Graduate Professional,60,GHAZIABAD
Mohd. Salim Ahmed,Sabse Achchhi Party,0,Literate,50,GHAZIABAD
Nagendra Kumar,SHS,0,Graduate,50,GHAZIABAD
Rakesh Suri,Right to Recall Party,0,Graduate,42,GHAZIABAD
Sewa Ram Kasana,Pragatishil Samajwadi Party (Lohia), 5 ,10th Pass,56,GHAZIABAD
Sunil Nair,Rashtriya Lok Sarvadhikar Party, 3 ,Illiterate,38,GHAZIABAD
Suresh Bansal,SP,0,Post Graduate,76,GHAZIABAD
Afzal Ansari,BSP, 5 ,Post Graduate,65,GHAZIPUR
Ajit Pratap Kushawaha,INC, 1 ,Graduate Professional,46,GHAZIPUR
Bhanu Prakash Pandey,CPI,0,Doctorate,57,GHAZIPUR
Bharat,Janta Raj Party,0,12th Pass,49,GHAZIPUR
Brijendra Kumar Verma,Kisan Mazdoor Sangharsh Party,0,Post Graduate,35,GHAZIPUR
Dr. Rajesh Kumar Singh,Bhartiya Jan Nayak Party, 1 ,Others,47,GHAZIPUR
Hridaya Narayan,IND,0,12th Pass,56,GHAZIPUR
Ishwari Prasad Kushwaha,CPI(ML)(L), 2 ,Graduate Professional,58,GHAZIPUR
Manoj Sinha,BJP,0,Graduate Professional,59,GHAZIPUR
Rajesh Kumar Yadav,Pragatisheel Manav Samaj Party,0,12th Pass,36,GHAZIPUR
Ram Pravesh,Moulik Adhikar Party,0,Graduate,34,GHAZIPUR
Ramji,Suheldev Bhartiya Samaj Party,0,Graduate,59,GHAZIPUR
Santosh Kumar Yadav,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,38,GHAZIPUR
Ved Prakash,Nationalist Janshakti Party,0,Post Graduate,43,GHAZIPUR
Atul Kumar Singh,BSP, 13 ,Graduate,36,GHOSI
Abushad,Akhand Samaj Party,0,Literate,47,GHOSI
Atul Kumar Singh,CPI,0,Graduate Professional,64,GHOSI
Bal Krishna,INC, 2 ,Post Graduate,70,GHOSI
Geeta,Ambedkar Samaj Party, 2 ,Literate,40,GHOSI
Harinarayan,BJP,0,Literate,78,GHOSI
Kishan Lal,Rashtriya Krantikari Samajwadi Party,0,12th Pass,46,GHOSI
Mahendra,Suheldev Bhartiya Samaj Party,0,10th Pass,53,GHOSI
Paras,Rashtriya Jantantrik Bharat Vikas Party, 1 ,Post Graduate,66,GHOSI
Praveen Kumar Singh,Proutist Sarva Samaj, 1 ,Graduate Professional,45,GHOSI
Rajesh Kumar Gond,Gondvana Gantantra Party,0,10th Pass,44,GHOSI
Santosh,IND,0,Post Graduate,37,GHOSI
Shefkat Taki,Peace Party,0,Graduate,40,GHOSI
Surya Kumar,IND,0,10th Pass,32,GHOSI
Kirti Vardhan Singh Alias Raja Bhaiya,BJP,0,Post Graduate,53,GONDA
Asman Datt Mishra,Bharat Prabhat Party,0,12th Pass,55,GONDA
Dhani Ram Chaudhri,Rashtriya Jansambhavna Party,0,Illiterate,29,GONDA
Hafiz Ali,Peace Party, 4 ,Graduate,42,GONDA
Krishna Patel,INC,0,12th Pass,62,GONDA
Mahesh Singh,IND,0,10th Pass,51,GONDA
Mo Javed Ansari,Vishwa Manav Samaj Kalyan Parishad,0,5th Pass,36,GONDA
Mohd Arbi,IND,0,Graduate Professional,39,GONDA
Mubarak Ali,AIFB, 4 ,Graduate,42,GONDA
Narendra Singh,IND,0,Graduate,49,GONDA
Peer Ali Khan,Kisan Mazdoor Sangharsh Party,0,8th Pass,43,GONDA
"Qutubuddin Khan ""Dimond""",Pragatishil Samajwadi Party (Lohia),0,12th Pass,45,GONDA
Radheyshyam,Suheldev Bhartiya Samaj Party,0,8th Pass,33,GONDA
Vinod Kumar Alias Pandit Singh,SP, 4 ,12th Pass,52,GONDA
Vinod Kumar Singh,IND, 2 ,Graduate Professional,39,GONDA
Ravindra Shyamnarayan Shukla Alias Ravi Kishan,BJP,0,12th Pass,51,GORAKHPUR
Abhishek Chand,Suheldev Bhartiya Samaj Party,0,Post Graduate,30,GORAKHPUR
Awadhesh Kumar Singh,Shane Hind Fourm,0,Doctorate,63,GORAKHPUR
Dr Ashish Kumar Singh,CPI,0,Graduate Professional,40,GORAKHPUR
Jai Prakash Mishra,Rashtrawadi Party of India,0,Graduate,52,GORAKHPUR
Jitendra Kumar,Jwala Dal,0,12th Pass,31,GORAKHPUR
Madhusudan Tripathi,INC, 1 ,Graduate Professional,65,GORAKHPUR
Rambhual Nishad,SP, 7 ,Graduate,58,GORAKHPUR
Shyamnarayan Yadav,Pragatishil Samajwadi Party (Lohia), 1 ,12th Pass,49,GORAKHPUR
Subhash Chandra Dubey,Socialist Party (India),0,Post Graduate,73,GORAKHPUR
Kunwar Pushpendra Singh,BJP, 4 ,Post Graduate,45,HAMIRPUR
Dilip Singh,BSP,0,Graduate,42,HAMIRPUR
Kamlesh Kumar,IND,0,Graduate,26,HAMIRPUR
Kamta Prasad,IND,0,12th Pass,52,HAMIRPUR
Kedarnath,Bahujan Mukti Party,0,Graduate Professional,64,HAMIRPUR
Madhuraj,IND,0,12th Pass,30,HAMIRPUR
Pritam Singh,INC,0,Post Graduate,64,HAMIRPUR
Rajesh,IND,0,10th Pass,53,HAMIRPUR
Ram Gopal,IND,0,Graduate,55,HAMIRPUR
Sanjay Kumar Sahu,IND, 1 ,Graduate,43,HAMIRPUR
Sarju Lal,IND,0,8th Pass,69,HAMIRPUR
Suresh Chandra,Rashtriya Kranti Party,0,8th Pass,39,HAMIRPUR
Jai Prakash,BJP,0,Graduate,61,HARDOI
Avdhesh Kumar,IND,0,Post Graduate,46,HARDOI
Bhaiya Lal,IND,0,10th Pass,46,HARDOI
Chotte Lal,IND,0,5th Pass,65,HARDOI
Mahendra Pal Verma,Bahujan Awam Party,0,12th Pass,60,HARDOI
Ram Chandra,Bhartiya Krishak Dal,0,Post Graduate,52,HARDOI
Sahab Singh,Peoples Party of India (Democratic),0,Graduate,49,HARDOI
Sanjay Bharatiya,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,50,HARDOI
Shive Kumar,IND,0,12th Pass,68,HARDOI
Usha Verma,SP,0,Post Graduate,55,HARDOI
Virendra Kumar,INC,0,Graduate,46,HARDOI
Rajvir Diler,BJP,0,12th Pass,61,HATHRAS
Bhupendra Kumar,Rashtriya Shoshit Samaj Party,0,12th Pass,31,HATHRAS
Dinesh Sai,IND,0,Graduate,27,HATHRAS
Harswaroop,IND,0,8th Pass,58,HATHRAS
Rajaram,Lok Dal,0,Graduate,65,HATHRAS
Ramji Lal Suman,SP, 2 ,Graduate Professional,68,HATHRAS
Tilak Singh,IND,0,10th Pass,61,HATHRAS
Triloki Ram,INC,0,Graduate,71,HATHRAS
Bhanu Pratap Singh,BJP, 1 ,Post Graduate,60,JALAUN
Ajay Singh,BSP,0,12th Pass,46,JALAUN
Brajlal Khabri,INC,0,Post Graduate,56,JALAUN
Ram Singh,CPI(ML)(L),0,8th Pass,51,JALAUN
Shravan Kumar Pal,Rashtriya Shoshit Samaj Party,0,12th Pass,55,JALAUN
Shyam Singh Yadav,BSP,0,Post Graduate,65,JAUNPUR
Ajay Kumar Sharma,Moulik Adhikar Party,0,Post Graduate,41,JAUNPUR
Anil,Hum Sabki Party,0,10th Pass,43,JAUNPUR
Ashok Kumar,IND,0,Graduate,51,JAUNPUR
Brijesh Kumar,Suheldev Bhartiya Samaj Party,0,12th Pass,29,JAUNPUR
Com. Ashok Kumar Kharwar,SUCI(C),0,Literate,60,JAUNPUR
Deo Vrat Mishra,INC,0,Graduate Professional,48,JAUNPUR
Krishna Pratap Singh,BJP,0,Doctorate,42,JAUNPUR
Madhavendra Pushkar Singh,IND,0,Graduate Professional,38,JAUNPUR
Motiuddin,Rashtriya Ulama Council,0,10th Pass,35,JAUNPUR
Navin,Voters Party International,0,Graduate,30,JAUNPUR
Pradeep Kumar Pandey,IND, 3 ,12th Pass,32,JAUNPUR
Rajesh Kumar,Rashtriya Samaj Paksha,0,10th Pass,43,JAUNPUR
Rukamani Devi,Pragatisheel Manav Samaj Party,0,Literate,63,JAUNPUR
Sangeeta Devi,Pragatishil Samajwadi Party (Lohia),0,12th Pass,44,JAUNPUR
Sheshmani Maurya,Hindusthan Nirman Dal,0,Post Graduate,39,JAUNPUR
Shyamlal,Bharat Prabhat Party,0,Post Graduate,32,JAUNPUR
Sunil Kumar,Rashtriya Jan Gaurav Party,0,Post Graduate,33,JAUNPUR
Vinod Kumar,Andaman & Nicobar Janta Party,0,Graduate,32,JAUNPUR
Vishok Kumar Vishwakarma,Nationalist Janshakti Party,0,12th Pass,47,JAUNPUR
Anurag Sharma,BJP,0,Post Graduate,54,JHANSI
Dilshad Ahmed Siddique,Swatantra Jantaraj Party,0,Post Graduate,39,JHANSI
Gauri Shankar,Kisan Raksha Party, 2 ,12th Pass,48,JHANSI
Jagat Vikram Singh,Pragatishil Samajwadi Party (Lohia), 1 ,Post Graduate,49,JHANSI
Kalpana Khard,IND,0,Literate,51,JHANSI
Raja Khateek,IND, 2 ,Graduate,29,JHANSI
Ramgopal,IND,0,12th Pass,61,JHANSI
Shivsharan,INC, 1 ,Post Graduate,47,JHANSI
Shruti Agarwal,Bundelkhand Kranti Dal,0,Graduate,34,JHANSI
Shyam Sunder Singh,SP, 4 ,Graduate,59,JHANSI
Sunil Prajapati,IND,0,Graduate Professional,42,JHANSI
Pradeep Kumar,BJP, 5 ,Post Graduate,48,KAIRANA
Harendra Singh Malik,INC,0,Graduate,64,KAIRANA
Harish Kumar,IND,0,8th Pass,58,KAIRANA
Imran,IND,0,5th Pass,39,KAIRANA
Manoj Kumar,Aapki Apni Party (Peoples),0,12th Pass,46,KAIRANA
Mohd Gufran Kazmi,IND,0,Graduate,41,KAIRANA
Mohd Saleem,IND,0,Literate,51,KAIRANA
Mukesh Devi,Mahasankalp Janta Party,0,Literate,41,KAIRANA
Rekha,Hindusthan Nirman Dal,0,Others,0,KAIRANA
Sheshraj,Bharatrashtra Democratic Party,0,Others,69,KAIRANA
Shripal Singh,Sarvjan Lok Shakti Party,0,10th Pass,46,KAIRANA
Tabassum Begum,SP,0,10th Pass,48,KAIRANA
Yogesh Kumar,Rashtriya Mazdoor Ekta Party,0,12th Pass,45,KAIRANA
Brij Bhushan Sharan Singh,BJP, 4 ,Graduate Professional,62,KAISERGANJ
Chandra Prakash Pandey,Naitik Party,0,12th Pass,0,KAISERGANJ
Chandradev Ram Yadav,BSP, 3 ,Post Graduate,66,KAISERGANJ
Dhananjay Sharma,Pragatishil Samajwadi Party (Lohia),0,Graduate,46,KAISERGANJ
Munni,IND,0,Illiterate,41,KAISERGANJ
Om Prakash Mishra,IND,0,Graduate,35,KAISERGANJ
Pramod Kumar,Samrat Ashok Sena Party,0,10th Pass,39,KAISERGANJ
Santosh,Bharat Prabhat Party,0,Graduate Professional,39,KAISERGANJ
Shiv Naraian,IND,0,12th Pass,36,KAISERGANJ
Umesh Kumar,Rashtriya Jan Adhikar Party,0,Literate,34,KAISERGANJ
Wajid,Aam Janta Party (India),0,Graduate,52,KAISERGANJ
Subrat Pathak,BJP, 11 ,Graduate,39,KANNAUJ
Anand Vikram Singh,SHS, 9 ,Graduate,32,KANNAUJ
Ankit Singh,IND, 2 ,12th Pass,29,KANNAUJ
Dimple Yadav,SP,0,Graduate,41,KANNAUJ
Pratyush Pathak,IND,0,Graduate,30,KANNAUJ
Rama Devi,Bhartiya Vanchitsamaj Party,0,10th Pass,30,KANNAUJ
Sanjeev Kumar,Rashtriya Samaj Paksha,0,Post Graduate,35,KANNAUJ
Satya Ram,Rashtriya Kranti Party,0,8th Pass,54,KANNAUJ
Subhash Chandra,AIFB,0,12th Pass,56,KANNAUJ
Sunil Kumar,IND,0,Graduate,46,KANNAUJ
Satyadev Pachauri,BJP,0,Post Graduate,71,KANPUR
Alok Kumar,Sabhi Jan Party, 5 ,Post Graduate,38,KANPUR
Balbir Singh Chandel,SHS,0,Graduate Professional,68,KANPUR
Chandra Bhan Sankhwar,Rashtriya Janmat Party,0,Graduate Professional,56,KANPUR
Dilshad Ahmed,IND,0,8th Pass,38,KANPUR
Javed Mohammad Khan,IND, 1 ,12th Pass,42,KANPUR
Mukti Yadav,Bharatiya Rashtriya Morcha,0,Post Graduate,29,KANPUR
Poonam Shukla,Bhartiya Shakti Chetna Party,0,Graduate,32,KANPUR
Ram Gopal Uttam,IND,0,Post Graduate,69,KANPUR
Ram Kumar,SP, 1 ,Post Graduate,61,KANPUR
Rina,Saaf Party,0,5th Pass,31,KANPUR
Shivam Kushwaha,Aajad Bharat Party (Democratic),0,Graduate,27,KANPUR
Sriprakash Jaiswal,INC,0,12th Pass,74,KANPUR
Triveni Narayan Jaiswal,Adhunik Bharat Party,0,Post Graduate,47,KANPUR
Vinod Kumar Sonkar,BJP, 4 ,Graduate,49,KAUSHAMBI
Bachacha Lal,Bhartiya Shakti Chetna Party,0,8th Pass,41,KAUSHAMBI
Chheddu,IND,0,Literate,0,KAUSHAMBI
Girish Chandra,INC, 4 ,12th Pass,52,KAUSHAMBI
Indrajeet Saroj,SP, 2 ,Graduate,57,KAUSHAMBI
Mishri Lal,Swatantra Jantaraj Party,0,Graduate,30,KAUSHAMBI
Pradeep Kumar,IND,0,Graduate,30,KAUSHAMBI
Rajdev,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,63,KAUSHAMBI
Ram Sumer,IND,0,8th Pass,58,KAUSHAMBI
Shailendra Kumar Pasi,Jansatta Dal Loktantrik, 3 ,Graduate,61,KAUSHAMBI
Shailendra Kumar S/O Gayadeen,IND,0,10th Pass,44,KAUSHAMBI
Shailendra Kumar S/O Shiv Prashad,IND,0,Graduate,40,KAUSHAMBI
Ajay Kumar,BJP, 1 ,Graduate Professional,60,KHERI
Ajay Kumar Dixit,IND,0,Graduate,56,KHERI
Asif Khan,Bhartiya Kisan Party,0,10th Pass,40,KHERI
Bandana Gupta,Bhartiya Shakti Chetna Party,0,10th Pass,37,KHERI
Krishna Kumar Yadav,Lok Jan Sangharsh Party,0,Literate,45,KHERI
Manoj Kumar Singh,IND,0,8th Pass,44,KHERI
Moh. Mumtaz Raza,Rashtriya Janwadi Party (Socialist),0,10th Pass,39,KHERI
Paro Kinnar,IND,0,Illiterate,33,KHERI
Purvi Verma,SP,0,Post Graduate,29,KHERI
Ram Jeevan,Bahujan Awam Party,0,Graduate Professional,35,KHERI
Shri Krishna,Peace Party,0,8th Pass,34,KHERI
Shrikrishna Kumar,IND,0,Graduate,60,KHERI
Vipnesh Shukla,CPI,0,Graduate Professional,68,KHERI
Zafar Ali Naqvi,INC,0,Graduate Professional,71,KHERI
Vijay Kumar Dubey,BJP, 2 ,12th Pass,50,KUSHI NAGAR
Amiruddin,Apna Dal United Party,0,Graduate,42,KUSHI NAGAR
Arvind Yadav,CPI(ML) Red Star,0,Graduate,46,KUSHI NAGAR
Dr Ganesh,Akhil Bhartiya Gondwana Party,0,Graduate Professional,41,KUSHI NAGAR
Guddi Kinnar,IND,0,Literate,37,KUSHI NAGAR
Kunwer Ratanjit Pratap Narayan Singh,INC,0,Graduate,55,KUSHI NAGAR
Lalita,Akhil Bhartiya Navnirman Party,0,Post Graduate,36,KUSHI NAGAR
N.P. Kushwaha Alias Nathuni Prasad Kushwaha,SP,0,Post Graduate,65,KUSHI NAGAR
P.C. Kureel,Indian National League, 1 ,12th Pass,62,KUSHI NAGAR
Rajiv,Suheldev Bhartiya Samaj Party,0,Graduate,33,KUSHI NAGAR
Ram Pratap,Purvanchal Mahapanchayat,0,8th Pass,42,KUSHI NAGAR
Shiv Kumar,IND, 3 ,10th Pass,49,KUSHI NAGAR
Umesh Singh,Bhartiya Shakti Chetna Party,0,10th Pass,38,KUSHI NAGAR
Usman,Peace Party,0,Literate,58,KUSHI NAGAR
Sangeeta Azad,BSP,0,Graduate Professional,44,LALGANJ
