Candidate,Party,Criminal Cases,Education,Age,City
DILEEP SINGH BHURIA,BJP,0,10th Pass,63,Ratlam
JALAM SINGH PATEL,RDMP,0,Graduate,40,Ratlam
JEEVANLAL,SP,0,5th Pass,38,Ratlam
KALUSINGH BHABHR,SHS,0,5th Pass,27,Ratlam
RAMESH SOLANKI,BSP,0,12th Pass,35,Ratlam
RAMESHWOR SINGAR,IND,0,12th Pass,32,Ratlam
UDAY SINGH MACHAR,RPI(A),0,Literate,38,Ratlam
DEORAJ SINGH PATEL,BSP,0,Post Graduate,36,Rewa
BADRI PRASAD KUSHWAHA,AD,0,12th Pass,47,Rewa
BRAHMDUTTMISHRA ALIAS CHHOTE MURAITHA,IND,0,10th Pass,46,Rewa
CHANDRA MANI TRIPATHI,BJP,0,Post Graduate,62,Rewa
HIRALAL VISHWAKARMA,IND,0,8th Pass,56,Rewa
JAIKARAN SAKET,IND, 2 ,Graduate Professional,48,Rewa
MD. AKEEL KHAN (BACHCHA BHAI),IND,0,8th Pass,34,Rewa
PUSHPRAJ SINGH,SP,0,Post Graduate,48,Rewa
RAMAYAN PRASAD PATEL,Yuva Vikas Party,0,8th Pass,42,Rewa
RAMKISHAN NIRAT (SAKET),RPI(A),0,Post Graduate,32,Rewa
SALMA,AIFB,0,12th Pass,33,Rewa
SUKHENDRA PRATAP,IND,0,12th Pass,44,Rewa
SUNDAR LAL,IND,0,Literate,37,Rewa
SUNDER LAL TIWARI,INC,0,Graduate Professional,51,Rewa
VIMALA SONDHIA,LJP,0,Illiterate,53,Rewa
AHIRWAR NARESH BOUDHA,BSP, 5 ,Post Graduate,37,Sagar
ARVIND DANGI,PRSP,0,Literate,34,Sagar
ASHOK MISHRA,IND,0,8th Pass,45,Sagar
ASLAM SHER KHAN,INC,0,Graduate,55,Sagar
DHAN SINGH AHIRWAR,LJP,0,Post Graduate,33,Sagar
GOMAT SINGH MAHARAJ SINGH DANGI,IND,0,Literate,71,Sagar
GOURI SINGH YADAV,SP,0,8th Pass,59,Sagar
RAMKISHAN RAMA,IND,0,10th Pass,39,Sagar
SANJAY BHAI ADVOCATE RAVIDASI,GMS,0,Post Graduate,31,Sagar
SIDHARTH BOUDHA AHIRWAR,RPI(A),0,8th Pass,35,Sagar
VINOD DIWAR GOUND,GGP,0,12th Pass,27,Sagar
GANESH SINGH,BJP, 3 ,Post Graduate,46,Satna
ASHOK KUMAR KUSHWAHA,IND,0,Literate,33,Satna
ASHOK KUSHWAHA,IND,0,10th Pass,28,Satna
B BALLABH CHARYA,Advait Ishwasyam Congress,0,Post Graduate,38,Satna
BHAIYALAL URMALIYA,IND,0,10th Pass,62,Satna
CHHOTELAL,IND,0,10th Pass,59,Satna
CHHOTELAL SINGH GOND,GMS,0,12th Pass,65,Satna
GIRJA SINGH PATEL,AD,0,Post Graduate,49,Satna
MANISH KUMAR JAIN,IND,0,12th Pass,31,Satna
MUNNI KRANTI,IND,0,Literate,44,Satna
ONKAR SINGH,Akhil Bharatiya Hind Kranti Party,0,Literate,56,Satna
PRAMILA,RPI(A),0,8th Pass,43,Satna
PT. RAJARAM TRIPATHI,SP,0,12th Pass,56,Satna
RAJESH SINGH BAGHEL,GGP,0,8th Pass,41,Satna
RAM SAJIVAN,IND,0,Literate,46,Satna
RAMAYAN CHAUDHARI,IND,0,Literate,39,Satna
RAMVISHWAS BASORE,IND,0,5th Pass,38,Satna
SHOBHNATH SEN,LJP,0,12th Pass,29,Satna
SUDHIR SINGH TOMAR,INC, 1 ,Post Graduate,41,Satna
SUKHLAL KUSHWAHA,BSP,0,Graduate,46,Satna
SUNDERLAL CHAUDHARI,IJP,0,Literate,64,Satna
RAJESH NANDINI SINGH,INC,0,Graduate,52,Shahdol
CHANDRA PRATAP SINGH (BABA SAHAB),SP,0,12th Pass,51,Shahdol
GANPAT GOND,GMS,0,10th Pass,38,Shahdol
KRISHN PAL SINGH PAVEL,LJP,0,12th Pass,29,Shahdol
MANOHAR SINGH MARAVI,BSP,0,Post Graduate,46,Shahdol
RAM RATAN SINGH PAVLE,GGP,0,Post Graduate,28,Shahdol
SADAN SINGH BHARIA,CPI,0,8th Pass,39,Shahdol
GOVIND PRASAD MISHRA,BJP,0,Graduate Professional,60,Sidhi
ASHOK KUMAR SHAH,BSP,0,Post Graduate,34,Sidhi
BABOOLAL JAISWAL,IND,0,10th Pass,39,Sidhi
INDRAJEET KUMAR,INC,0,Graduate,61,Sidhi
LOLAR SINGH URETI,GMS,0,8th Pass,29,Sidhi
MADAN MOHAN JAISWAL (ADVOCATE),IND, 4 ,Graduate Professional,36,Sidhi
MAHENDRA BHAIYA (DIKSHIT),IND,0,10th Pass,42,Sidhi
MANIK SINGH,SP,0,Not Given,44,Sidhi
RAMAKANT PANDEY MALAIHNA,IND,0,Post Graduate,63,Sidhi
VEENA SINGH (VEENA DIDI),IND,0,Graduate,56,Sidhi
VEENA SINGH NETI,GGP,0,12th Pass,34,Sidhi
VIRENDRA KUMAR,BJP,0,Doctorate,55,Tikamgarh
AHIRWAR GYADIN,IND, 1 ,12th Pass,42,Tikamgarh
AHIRWAR JAGDISH PRASAD,LJP,0,Graduate,28,Tikamgarh
AHIRWAR RAMSWAROOP,IND,0,Not Given,38,Tikamgarh
AHIRWAR VRINDAVAN,INC,0,12th Pass,39,Tikamgarh
CHAMAN LAL,IND,0,8th Pass,74,Tikamgarh
CHINTAMAN KORI RAMPURIYA,SP,0,12th Pass,64,Tikamgarh
DAYARAM,IND,0,8th Pass,30,Tikamgarh
G.D.,BSP,0,Graduate Professional,62,Tikamgarh
KAMLAPAT KUMHAR,IND,0,8th Pass,40,Tikamgarh
KHARGA PRASAD,IND,0,8th Pass,58,Tikamgarh
LAXMI PRASAD AHIRWAR,IND,0,10th Pass,40,Tikamgarh
PARWAT LAL,IND,0,12th Pass,35,Tikamgarh
RAMCHARAN AHIRWAR,IND,0,5th Pass,47,Tikamgarh
SHRIPAT SHIKSHAK,IND,0,12th Pass,37,Tikamgarh
VISHAN LAL BASHNKAR,PRSP,0,Illiterate,43,Tikamgarh
VRINDAVAN AHIRWAR,IND,0,12th Pass,39,Tikamgarh
GUDDU PREMCHAND,INC, 3 ,5th Pass,41,Ujjain
ASHOK NARAYAN,IND,0,10th Pass,31,Ujjain
BABOOLAL THAWALIYA,BSP,0,Graduate,43,Ujjain
DINESH JATWA,IND,0,Graduate,30,Ujjain
DR. SATYANARAYAN JATIYA,BJP,0,Doctorate,63,Ujjain
INDARALAL VARMA,IND,0,12th Pass,58,Ujjain
LALCHAND BERWA GOME,IND, 1 ,10th Pass,52,Ujjain
MADANLAL RAJORA,LJP,0,Graduate,44,Ujjain
SHIVKUMAR GAUR,IND,0,12th Pass,41,Ujjain
SUSHMA SWARAJ,BJP,0,Graduate Professional,57,Vidisha
BHAI MUNSHILAL SILAWAT,RPI(A),0,10th Pass,25,Vidisha
CHOUDHARY MUNABBAR SALIM,SP,0,Graduate,50,Vidisha
DR.PREMSHANKAR SHARMA,BSP, 1 ,Doctorate,44,Vidisha
GANESHRAM LODHI,IND,0,Literate,44,Vidisha
HARBHAJAN JANGRE,LJP,0,Literate,33,Vidisha
RAJESHWAR SINGH YADAV (RAO),IND,0,Post Graduate,39,Vidisha
RAMGOPAL MALVIYA,RDMP,0,Literate,35,Vidisha
GANDHI DILIPKUMAR MANSUKHLAL,BJP, 9 ,10th Pass,59,Ahmednagar
AVINASH MALHARRAO GHODAKE,IND,0,10th Pass,40,Ahmednagar
GADAKH TUKARAM GANGADHAR,BSP, 2 ,Graduate,55,Ahmednagar
GAIKWAD BALASAHEB RAMCHANDRA,IND,0,8th Pass,35,Ahmednagar
HAKE BHANUDAS KISAN,RSPS,0,Graduate Professional,55,Ahmednagar
HOLE BHANUDAS NAMDEO,BBM,0,Post Graduate,48,Ahmednagar
KARBHARI WAMAN SHIRSAT ALIAS K.V. SHIRSAT,CPI,0,Post Graduate,65,Ahmednagar
KARDILE SHIVAJI BHANUDAS,NCP, 2 ,10th Pass,50,Ahmednagar
KAZI SAJID MUJIR,RPIE,0,5th Pass,41,Ahmednagar
KHAIRE ARJUN DEORAO,IND,0,8th Pass,39,Ahmednagar
NAUSHAD ANSAR SHAIKH,IND,0,Not Given,39,Ahmednagar
PROF. MAHENDRA DADA SHINDE,IND,0,Not Given,29,Ahmednagar
RAJIV APPASAHEB RAJALE,IND, 1 ,Graduate,39,Ahmednagar
RAUT EKNATH BABASAHEB,IND,0,Literate,56,Ahmednagar
DHOTRE SANJAY SHAMRAO,BJP, 4 ,Graduate Professional,50,Akola
AJABRAO UTTAMRAO BHONGADE,IND,0,Graduate,36,Akola
ATIK AHAMAD GU. JILANI,DESEP,0,5th Pass,34,Akola
BABASAHEB DHABEKAR,INC,0,Graduate,78,Akola
DIPAK SHRIRAM TIRAKE,RSP,0,10th Pass,33,Akola
GANESH TULSHIRAM TATHE,KKJHS,0,10th Pass,49,Akola
MUJAHID KHAN CHAND KHAN,IND, 1 ,12th Pass,42,Akola
RAUT DEVIDAS ANANDRAO,IND,0,Graduate,45,Akola
THAKURDAS GOVIND CHOUDHARI,IND,0,Graduate,39,Akola
WASUDEORAO KHADE GURUJI,IND,0,Post Graduate,68,Akola
ADSUL ANANDRAO VITHOBA,SHS, 1 ,Graduate,61,Amravati
ADV. SUDHIR HIRAMAN TAYADE,IND,0,Graduate Professional,42,Amravati
AMOL DEVIDASRAO JADHAV,IND,0,Literate,25,Amravati
BANDU SAMPATRAO SANE (BANDYA L.S.),IND,0,Post Graduate,43,Amravati
BARSE MANOHAR DAULATRAO,Indian Union Muslim League, 2 ,12th Pass,53,Amravati
BHAURAO SHRIRAM CHHAPANE,IND,0,5th Pass,38,Amravati
DR. HEMANTKUMAR RAMBHAU MAHURE,BBM,0,Doctorate,34,Amravati
DR. RAJIV GULABRAO JAMTHE,IND,0,Graduate Professional,53,Amravati
GANGADHAR GADE,BSP,0,Not Given,62,Amravati
GAWAI RAJENDRA RAMKRUSHNA,RPI,0,Graduate Professional,46,Amravati
KESHAV DASHARATH WANKHADE,KKJHS, 2 ,Not Given,38,Amravati
MITHUN HIRAMAN GAIKWAD,IND,0,Not Given,26,Amravati
PRINCIPAL GOPICHAND SURYABHAN MESHRAM,RP(K),0,Post Graduate,53,Amravati
PROF. MUKUND VITTHALRAO KHAIRE,IND, 2 ,Post Graduate,51,Amravati
RAJU MAHADEVRAO SONONE,IND,0,12th Pass,38,Amravati
SAU MAMATA VINAYAK KANDALKAR,AUDF,0,Graduate,31,Amravati
SUDHAKAR VYANKAT RAMTEKE (MAJI SAINIK),IND,0,10th Pass,45,Amravati
SUNIL PRABHU RAMTEKE,IND, 1 ,10th Pass,37,Amravati
UBALE SHRIKRISHNA CHAMPATRAO,Ambedkarist Republican Party, 1 ,Graduate,62,Amravati
UGLE SUNIL NAMDEV,PRBP,0,5th Pass,32,Amravati
UMAK SHRIKRUSHNA SHYAMRAO,IND,0,Not Given,57,Amravati
VISHWANATH GOTUJI JAMNEKAR,IND,0,Graduate,60,Amravati
CHANDRAKANT KHAIRE,SHS, 16 ,12th Pass,57,Aurangabad
BANKAR MILIND RANUJI,IND,0,8th Pass,38,Aurangabad
EJAZ KHAN BISMILLAH KHAN,IND,0,12th Pass,33,Aurangabad
JADHAV TOTARAM GANPAT,IND, 1 ,Others,51,Aurangabad
JADHAV VISHNU SURYABHAN,IND,0,10th Pass,50,Aurangabad
JAHAGIRDAR MOHMAD AYUB GULAM,SP,0,10th Pass,55,Aurangabad
JYOTI RAMCHANDRA UPADHAYAY,BBM,0,Post Graduate,35,Aurangabad
KAZI MUSHIRODDIN TAJODDIN,IND,0,10th Pass,63,Aurangabad
KRISHNA DEVIDAS JADHAV,IND, 1 ,Graduate,25,Aurangabad
MANIK RAMU SHINDE,KM,0,Graduate,34,Aurangabad
PANDURANG WAMANRAO NARWADE,PRCP,0,Post Graduate,39,Aurangabad
SAYYED RAUF SAYYED ZAMIR,IND,0,Not Given,53,Aurangabad
SAYYED SALIM SAYYED YUSUF,BSP,0,10th Pass,56,Aurangabad
SHAIKH HARUN MALIK SAHEB,RSPS,0,12th Pass,50,Aurangabad
SHAIKH RAFIQ SHAIKH RAZZAK,IND,0,Literate,30,Aurangabad
SHAIKH SALIM PATEL WAHEGAONKAR,IND,0,Literate,38,Aurangabad
SHANTIGIRIJI MOUNGIRIJI MAHARAJ,IND, 1 ,10th Pass,50,Aurangabad
SUBHASH KISANRAO PATIL (JADHAV),IND, 4 ,5th Pass,47,Aurangabad
UTTAM MANIK KIRTIKAR,IND,0,Graduate,30,Aurangabad
UTTAMSINGH RAJDHARSINGH PAWAR,INC,0,Graduate,58,Aurangabad
SUPRIYA SULE,NCP,0,Graduate,39,Baramati
BHIMA ANNA KADALE,IND,0,10th Pass,31,Baramati
DEEPAK SHANKAR BHAPKAR,IND, 1 ,Literate,26,Baramati
GHORPADE SAVEETA ASHOK,IND,0,Literate,29,Baramati
KANTA JAYSING NALAWADE,BJP,0,Post Graduate,56,Baramati
KUDALEPATIL VIVEK ANANT,BSP,0,10th Pass,40,Baramati
MAYAWATI AMAR CHITRE,BMSM,0,8th Pass,31,Baramati
MRUNALEENI JAYRAJ KAKADE,IND,0,Graduate,34,Baramati
SACHIN VITTHAL AHIRE,PRCP,0,10th Pass,29,Baramati
SANGITA SHRIMAN BHUMKAR,IND,0,12th Pass,30,Baramati
SHELAR SANGEETA PANDURANG,KM,0,12th Pass,33,Baramati
SHIVAJI JAYSING KOKARE,IND,0,Literate,58,Baramati
SURESH BABURAO VEER,IND,0,10th Pass,62,Baramati
TANTARPALE GOPAL YESHWANTRAO,IND,0,12th Pass,43,Baramati
TATYA ALIAS NARAYAN SHANKAR WAMBHIRE,IND,0,8th Pass,51,Baramati
YOGESH SONABA RANDHEER,IND,0,10th Pass,39,Baramati
MUNDE GOPINATHRAO PANDURANG,BJP, 4 ,Graduate Professional,59,Beed
ADV.NATKAR RAMRAO SHESHRAO,IND, 3 ,Post Graduate,59,Beed
BABURAO NARAYANRAO KAGADE,ANC,0,Literate,63,Beed
DR. SHIVAJIRAO KISANRAO SHENDGE,RSPS,0,Graduate,39,Beed
GURAV KALYAN BHANUDAS,RKSP, 1 ,10th Pass,62,Beed
KAMAL KONDIRAM NIMBALKAR,IND,0,12th Pass,39,Beed
KAMBLE DEEPAK DYANOBA,IND, 1 ,Not Given,32,Beed
KHALGE KACHRU SANTRAMJI,BBM, 3 ,10th Pass,48,Beed
KHAN SIKANDAR KHAN HUSSAIN KHAN,IND,0,Not Given,58,Beed
KOKATE RAMESH BABURAO (ADASKAR),NCP, 1 ,Graduate,38,Beed
MAHAMMAD AKARAM MAHAMMAD SALIMUDDIN BAGWAN,IND,0,8th Pass,34,Beed
MASKE MACHHINDRA BABURAO,BSP,0,Graduate,58,Beed
NIKALJE SHEELATAI MAHENDRA,PRCP,0,Graduate,34,Beed
PATHAN GAFARKHAN JABBARKHAN,IND,0,8th Pass,42,Beed
PRAMOD ALIAS PARMESHWAR SAKHARAM MOTE,KM, 4 ,12th Pass,32,Beed
RAMESH VISHVANATH KOKATE,IND,0,Literate,32,Beed
SARDAR KHAN SULTANABABA,IND,0,Literate,26,Beed
SAYYED MINHAJ ALI WAJED ALI (PENDKHJUR WALE),IND,0,10th Pass,34,Beed
SAYYED SALIM FATTU,IND,0,Literate,47,Beed
TATE ASHOK SANTRAM,Ambedkarist Republican Party,0,12th Pass,50,Beed
ADV. DHANANJAY SHAMLALJI RAJABHOJ,IND,0,Post Graduate,50,Bhandara-Gondiya
DR. RAMSAJIVAN KAWDU LILHARE,IND,0,Not Given,60,Bhandara-Gondiya
GAJBHIYE BRAMHASWARUP BABURAO,IND,0,12th Pass,33,Bhandara-Gondiya
GAJBHIYE RAJENDRA MAHADEO,IND,0,Not Given,35,Bhandara-Gondiya
GANVIR SHIVKUMAR NAGARCHI,CPI,0,Not Given,56,Bhandara-Gondiya
JAISWAL VIRENDRAKUMAR KASTURCHAND,BSP,0,Not Given,53,Bhandara-Gondiya
JAMAIWAR SUNIL PARASRAM,RSP,0,Not Given,38,Bhandara-Gondiya
MIRZA WAHIDBEG AHAMADBEG,IND,0,12th Pass,33,Bhandara-Gondiya
NANABHAU FALGUNRAO PATOLE,IND, 9 ,Graduate,47,Bhandara-Gondiya
PATHAN MUSHTAK LATIF,DESEP,0,Not Given,32,Bhandara-Gondiya
PATLE AKARSING SITARAM,IND,0,Post Graduate,36,Bhandara-Gondiya
PATLE SHISHUPAL NATTHUJI,BJP,0,Graduate,42,Bhandara-Gondiya
PRATIBHA VASANT PIMPALKAR,BBM,0,10th Pass,38,Bhandara-Gondiya
PROF. DR. BHASKARRAO MAHADEORAO JIBHAKATE,IND,0,Doctorate,63,Bhandara-Gondiya
RAHANGADALE MULCHAND OLGAN,IND,0,10th Pass,56,Bhandara-Gondiya
SADANAND SHRAWANJI GANVIR,IND,0,Not Given,40,Bhandara-Gondiya
UKEY CHINDHUJI LAKHAJI,IND,0,Literate,50,Bhandara-Gondiya
UNDIRWADE HEMANT JAGIVAN,PRBP,0,Not Given,45,Bhandara-Gondiya
WASNIK SUNIL MANIRAM,RP(K),0,12th Pass,38,Bhandara-Gondiya
YELE GANESHRAM SUKHRAM,IND,0,10th Pass,54,Bhandara-Gondiya
TAWARE SURESH KASHINATH,INC,0,Graduate,51,Bhiwandi
AJIM GANI SHEKH,RKSP,0,8th Pass,36,Bhiwandi
DATTU GANAPAT BHOIR,IND,0,5th Pass,53,Bhiwandi
DEVRAJ KISAN MHATRE,MNS, 2 ,Graduate,49,Bhiwandi
ISMAILE SHAIKH LATIF,KKJHS,0,10th Pass,32,Bhiwandi
MAHENDRA KERU WADVINDE,IND,0,5th Pass,54,Bhiwandi
MAHENDRA R. MOHITE,IND,0,10th Pass,43,Bhiwandi
MURTUZA MUZAFFAR SHAIKH,NBNP, 1 ,12th Pass,53,Bhiwandi
NIKAM VIKAS SAKHARAM,IND,0,Graduate,30,Bhiwandi
PATIL JAGANNATH SHIVRAM,BJP, 10 ,10th Pass,64,Bhiwandi
R.R. PATIL,SP, 1 ,10th Pass,67,Bhiwandi
SHAIKH MEHBOOB BASHA VALI,BBM,0,Literate,42,Bhiwandi
SHASHIKANT MOTIRAM KATHORE,RSPS,0,8th Pass,30,Bhiwandi
V.G.PATIL,BSP, 1 ,10th Pass,60,Bhiwandi
JADHAV PRATAPRAO GANPATRAO,SHS, 10 ,Graduate,49,Buldhana
AMARDEEP BALASAHEB DESHMUKH,KM, 4 ,10th Pass,27,Buldhana
BHARAT PUNJAJI SHINGANE,IND,0,8th Pass,41,Buldhana
DANDGE VASANTRAO SUGDEO,BSP,0,Graduate,55,Buldhana
DEVIDAS PIRAJI SARKATE,IND,0,10th Pass,35,Buldhana
DHOKNE RAVINDRA TULSHRAMJI,BBM, 3 ,Post Graduate,45,Buldhana
FERAN CHADRAHAS JAGDEO,ABHM,0,10th Pass,54,Buldhana
GAJANAN RAJARAM SIRSAT,RSP,0,Literate,27,Buldhana
GANESH ARJUN ZORE,IND,0,12th Pass,25,Buldhana
QURRASHI SK.SIKANDAR SK. SHAUKAT,DESEP,0,10th Pass,33,Buldhana
RAJESH NIKANTHRAO TATHE,IND,0,12th Pass,52,Buldhana
RATHOD CHHAGAN BABULAL,IND,0,Graduate,29,Buldhana
SHINGNE DR.RAJENDRA BHASKARRAO,NCP,0,Graduate Professional,48,Buldhana
SY. BILAL SY. USMAN,IND,0,10th Pass,36,Buldhana
TAYDE VITTHAL PANDHARI,IND,0,Literate,56,Buldhana
AHIR HANSARAJ GANGARAM,BJP, 30 ,10th Pass,54,Chandrapur
ADV. HAZARE DATTABHAU KRUSHNARAO,BSP,0,Graduate Professional,52,Chandrapur
CHATAP WAMAN SADASHIVRAO,STBP, 1 ,Graduate Professional,58,Chandrapur
DANGE NATTHU BHAURAO,Ambedkarist Republican Party,0,10th Pass,41,Chandrapur
DEKATE BHASKAR PARASHRAM,IND,0,Literate,55,Chandrapur
GODE NARAYAN SHAHUJI,IND,0,Literate,42,Chandrapur
HIWARKAR SUDHIR MOTIRAMJI,IND,0,Post Graduate,43,Chandrapur
JAWED ABDUL KURESHI ALIAS PROF. JAWED PASHA,JMM,0,Post Graduate,47,Chandrapur
JITENDRA ADAKU RAUT,Akhil Bhartiya Manavata Paksha, 3 ,Graduate,31,Chandrapur
KALE DAMODHAR LAXMAN,IND,0,Post Graduate,86,Chandrapur
KHARTAD LOMESH MAROTI,RWS,0,Not Given,55,Chandrapur
KHOBRAGADE DESHAK GIRISHBABU,BBM, 1 ,Graduate,38,Chandrapur
MADHUKAR VITTHALRAO NISTANE,IND, 1 ,Graduate,43,Chandrapur
MASRAM NIRANJAN SHIVRAM,GGP,0,10th Pass,42,Chandrapur
MESHRAM CHARANDAS JANGLUJI,IND,0,10th Pass,65,Chandrapur
PATHAN A. RAZZAK KHAN HAYAT KHAN,SP,0,10th Pass,44,Chandrapur
PUGALIA NARESH,INC, 4 ,12th Pass,60,Chandrapur
QURESHI IKHALAQ MOHD. YUSUF,IND,0,10th Pass,51,Chandrapur
RAMESH RAGHOBAJI TAJNE,IND,0,Not Given,45,Chandrapur
SANJAY NILKANTH GAWANDE,IND,0,12th Pass,45,Chandrapur
VINOD DINANATH MESHRAM,IND,0,10th Pass,34,Chandrapur
VIRENDRA TARACHANDJI PUGLIA,IND,0,12th Pass,53,Chandrapur
SONAWANE PRATAP NARAYANRAO,BJP,0,Graduate Professional,60,Dhule
AMARISHBHAI RASIKLAL PATEL,INC,0,8th Pass,56,Dhule
ANIL ANNA GOTE,LKSGM, 9 ,Others,61,Dhule
ANSARI MOHD. ISMAIL MOHD. IBRAHIM,BMSM,0,Graduate,48,Dhule
ARIF AHMED SHAIKH JAFHAR,NBNP,0,8th Pass,35,Dhule
DADASO. PANDITRAO PATIL KOKALEKAR,IND,0,Graduate,55,Dhule
GAIKWAD PATIL BHUSHAN BAJIRAO,IND,0,12th Pass,28,Dhule
GAZI ATEZAD AHMED MUBEEN AHMED KHAN,IND,0,8th Pass,57,Dhule
KAVAYATRI-SONKANYA THAKUR RAJANI BAGWAN,BBM,0,Doctorate,49,Dhule
KISHOR PITAMBAR AHIRE,IND,0,12th Pass,28,Dhule
MD. ISMAIL JUMMAN,IND,0,Literate,49,Dhule
NIHAL AHMED MOLVI. MOHAMMED USMAN,JD(S), 30 ,10th Pass,81,Dhule
RIZWAN MO.AKBAR,BSP,0,Literate,34,Dhule
SHEVALE PATIL SANDEEP JIBHAU,IND,0,Graduate,31,Dhule
SONAWANE PANDIT UTTAMRAO,IND,0,Not Given,42,Dhule
CHAVAN HARISHCHANDRA DEORAM,BJP, 1 ,Graduate,57,Dindori
BHIKA HARISING BARDE,IND,0,5th Pass,75,Dindori
GANGURDE BALU KISAN,IND,0,10th Pass,37,Dindori
GANGURDE DIPAK SHANKAR,BSP,0,Graduate,36,Dindori
GAVIT JEEVA PANDU,CPM, 6 ,Graduate,60,Dindori
PAWAR SAMPAT WAMAN,BBM,0,Graduate,30,Dindori
SHANKAR DEORAM GANGUDE,IND,0,Literate,51,Dindori
VIJAY NAMDEO PAWAR,IND,0,Literate,45,Dindori
ZIRWAL NARHARI SITARAM,NCP,0,12th Pass,50,Dindori
KOWASE MAROTRAO SAINUJI,INC,0,Graduate,59,Gadchiroli-Chimur
ADV. DADMAL PRABHAKAR MAHAGUJI,PRBP,0,Post Graduate,54,Gadchiroli-Chimur
ASHOK MAHADEORAO NETE,BJP, 9 ,12th Pass,45,Gadchiroli-Chimur
ATRAM RAJE SATYAWANRAO,BSP, 2 ,Graduate,58,Gadchiroli-Chimur
DINESH TUKARAM MADAVI,IND,0,Post Graduate,28,Gadchiroli-Chimur
JAMBHULE NARAYAN DINABAJI,IND,0,Graduate Professional,55,Gadchiroli-Chimur
NAMDEO ANANDRAO KANNAKE,CPI,0,Post Graduate,50,Gadchiroli-Chimur
PENDAM DIWAKAR GULAB,BBM,0,8th Pass,38,Gadchiroli-Chimur
PENDAM PURUSHOTTAM ZITUJI,DESEP,0,10th Pass,35,Gadchiroli-Chimur
PROFFESOR KHANDALE KAWDU TULSHIRAM,KKJHS,0,Not Given,70,Gadchiroli-Chimur
VIJAY SURAJSING MADAVI,GGP,0,12th Pass,39,Gadchiroli-Chimur
SHETTI RAJU ALIAS DEVAPPA ANNA,SWP,0,10th Pass,41,Hatkanangle
ARUN ALIAS SHAM BAJARNAG BUCHADE,IND,0,12th Pass,28,Hatkanangle
BABURAO OMANNA KAMBLE,RSPS,0,Graduate,61,Hatkanangle
KANADE ANILKUMAR MAHADEV,BSP,0,Graduate,37,Hatkanangle
MANE ARVIND BHIVA,BBM,0,12th Pass,43,Hatkanangle
MANE NIVEDITA SAMBHAJIRAO,NCP,0,Graduate,46,Hatkanangle
PATIL UDAY PANDHARINATH,KM,0,10th Pass,39,Hatkanangle
RAGHUNATH RAMCHANDRA PATIL,SHS,0,Graduate,59,Hatkanangle
SURNIKE ANANDRAO VASANTRAO (FOUJI BAPU),IND,0,10th Pass,48,Hatkanangle
THORAT ANANDRAO TUKARAM,IND,0,Graduate,47,Hatkanangle
SUBHASH BAPURAO WANKHEDE,SHS, 4 ,10th Pass,46,Hingoli
AJAS NOORMINYA,DESEP,0,10th Pass,32,Hingoli
DR. B.D. CHAVHAN,BSP,0,Post Graduate,45,Hingoli
GUNDEKAR SANJAY ADELU,IND,0,Not Given,35,Hingoli
MD. A. MUJIM ANSARI A.,IND,0,12th Pass,33,Hingoli
NAIK MADHAVRAO BAHENARAO,BBM,0,Post Graduate,65,Hingoli
PACHPUTE RAMPRASAD KISHANRAO,IND,0,12th Pass,41,Hingoli
PATHAN SATTAR KASIMKHAN,IND, 1 ,12th Pass,38,Hingoli
SURYAKANTA JAIWANTRAO PATIL,NCP, 1 ,Graduate,63,Hingoli
UTTAMRAO DAGADUJI BHAGAT,PRBP,0,Graduate Professional,65,Hingoli
VINAYAK SHRIRAM BHISE,KM, 10 ,12th Pass,33,Hingoli
A.T. NANA PATIL,BJP,0,Graduate,47,Jalgaon
ADV. MATIN AHMED,BSP, 1 ,Graduate Professional,38,Jalgaon
ADV. VASANTRAO JIVANRAO MORE,NCP, 1 ,Graduate Professional,63,Jalgaon
ANIL PITAMBAR WAGH (SIR),IND,0,Post Graduate,39,Jalgaon
ATMARAM SURSING JADHAV (ENGG.),KKJHS,0,12th Pass,33,Jalgaon
JADHAV NATTHU SHANKAR,BBM,0,10th Pass,56,Jalgaon
JANGALU DEVRAM SHIRSATH,HJP,0,8th Pass,65,Jalgaon
KANTILAL CHHAGAN NAIK (BANJARA),IND, 2 ,Graduate,39,Jalgaon
LAXMAN SHIVAJI SHIRSATH (PATIL),KM, 6 ,Others,42,Jalgaon
NANNAWARE CHAITANYA PANDIT,PRCP,0,12th Pass,33,Jalgaon
SALIMODDIN ISAMODDIN SHE.(MISTARI),IND, 1 ,Literate,56,Jalgaon
SHALIGRAM SHIVRAM MAHAJAN (DEORE),IND,0,Graduate,49,Jalgaon
DANVE RAOSAHEB DADARAO,BJP, 3 ,12th Pass,56,Jalna
AAPPASAHEB RADHAKISAN KUDHEKAR,KM,0,12th Pass,29,Jalna
BABASAHEB PATIL SHINDE,IND,0,10th Pass,53,Jalna
BHOJNE BABASAHEB SANGAM,RSPS,0,Graduate,37,Jalna
DR. DILAWAR MIRZA BAIG,Indian Union Muslim League,0,Graduate,29,Jalna
DR. KALE KALYAN VAIJINATHRAO,INC, 2 ,Others,46,Jalna
KHANDU HARISHCHANDRA LAGHANE,IND,0,10th Pass,30,Jalna
KHARAT ASHOK RAMRAO,BBM,0,Post Graduate,51,Jalna
KISAN BALVANTA BORDE,PRCP,0,Graduate,61,Jalna
